EMPLOYEE_ID,CERTIFICATE_NAME,ISSUING_ORGANIZATION,ISSUE_DATE,EXPIRE_DATE,CREDENTIAL_ID,CERTIFICATE_STATUS
EMP40,Communication,"White, Griffin and Dougherty",30-06-2008,11-04-2024,983fb937-fb3d-4c80-8932-0ee5615df397,Rejected
EMP41,Continuous Deployment,Ruiz-Gregory,09-06-2003,12-04-2024,1f2b3f10-b8a7-4953-8a4a-71b3fce8f12f,Approved
EMP41,Kubernetes,Miller-Mathis,19-02-1998,05-05-2024,7c6262e1-a83f-4344-b674-25dc9275254b,Rejected
EMP41,Flask,Reed-Silva,26-04-2010,10-04-2024,b6fcba15-d6c4-4b2e-b547-8c6100c5fa43,Approved
EMP41,MySQL,"Adkins, Fowler and Glover",25-11-1998,10-04-2024,a8a95321-d6f6-43b2-bafe-de9a83cab275,Approved
EMP42,Statistical Analysis,Bonilla-Drake,03-12-2018,28-04-2024,fcc36621-a55d-4d9c-b518-f2ef3261d0fe,Rejected
EMP42,Continuous Integration,Davenport Group,29-10-1983,01-05-2024,99c01022-7ce3-46d5-9cd0-c262ec276117,Rejected
EMP42,Communication,"Garcia, Becker and Taylor",27-11-2008,25-04-2024,fcafd410-ed0b-429a-8f60-f4b26fbb7e73,Rejected
EMP42,Flask,"Williams, Anderson and Pham",17-12-2006,20-04-2024,61cba23e-9b8e-4f3f-a2bd-05848f7c92f0,Approved
EMP43,Wireframing,"Marshall, Carter and Obrien",01-03-2003,20-04-2024,cde72c7b-5ff8-4559-9656-6673e9cdd665,Rejected
EMP43,Data Analysis,Boyd-Glass,23-07-1987,04-05-2024,520f97db-a8f6-4b8e-8707-48d56dd1971b,Rejected
EMP43,Communication,"Pugh, Fuller and Smith",28-01-1989,25-04-2024,44f39bc5-d255-4406-a8a4-f1c17255885d,Rejected
EMP43,Business Analysis,Lamb Ltd,22-09-1978,03-05-2024,9156a3e3-3960-479c-825c-838cbcb0f47c,Approved
EMP44,Machine Learning,Knight Group,15-10-1983,09-04-2024,47f0c975-7a0a-4b03-a7ca-2fd6f3cae3dc,Approved
EMP44,PHP,Rush-Harvey,19-01-2006,30-04-2024,bf690791-b7b3-4bbe-a772-9a83c35940a6,Rejected
EMP44,Kotlin,Perez LLC,03-01-1973,30-04-2024,7a5da368-2d3a-4644-9792-ee25900ccde1,Rejected
EMP44,React,Harris-Ayers,25-11-1992,15-04-2024,e1cd0767-ebd6-49c3-b928-29815a80cb0c,Approved
EMP45,Penetration Testing,Weeks Ltd,30-01-1971,11-04-2024,d028fc8c-2836-43ea-8ee9-61fe184ff8b2,Approved
EMP45,Prototyping,Livingston and Sons,09-08-1988,11-04-2024,405c3ae2-14cd-41a4-98d6-7f05d167c836,Rejected
EMP45,Machine Learning,Wilson-Brown,14-11-1994,11-04-2024,15d51798-7c3b-4a10-8ba4-7b74f9f9b231,Approved
EMP45,Cybersecurity,Rogers-Palmer,04-12-2002,22-04-2024,d6ffccf8-9368-418c-8328-37240992ae3b,Approved
EMP46,CSS,Cunningham Ltd,17-02-2005,10-04-2024,9aad93a1-4742-410f-b4cd-b70aa771f4f7,Approved
EMP46,Continuous Deployment,Rivera-Nguyen,02-09-1988,11-04-2024,ac840292-0640-4f0d-96a5-ac498b249a3f,Rejected
EMP46,Node.js,Rhodes Inc,23-10-1972,05-05-2024,b5eb7de1-ec32-4844-abbe-dc951c341f9a,Approved
EMP46,GraphQL,Gonzalez-Rivers,23-10-2012,18-04-2024,3d17f03a-e114-4721-abfe-ccc5dc241786,Rejected
EMP47,Kotlin,Gonzalez Ltd,07-05-2004,15-04-2024,85b157db-3efd-4176-b0ea-36920bfbace1,Rejected
EMP47,Collaboration,"Sims, Vargas and Foster",07-08-1971,03-05-2024,b13b2496-1c8c-4c3c-8c98-6cf13dfa53c2,Rejected
EMP47,Scrum,Williams Ltd,10-07-1971,25-04-2024,65316000-a399-4043-a010-289da1c8ea14,Approved
EMP47,.NET,Moon LLC,13-02-2009,24-04-2024,9d5cb65a-2ec5-4dc9-a0c6-aa979009107c,Approved
EMP48,Wireframing,Owens-White,10-12-1993,30-04-2024,cd9dbd07-9256-486f-a221-69982f7f625b,Rejected
EMP48,Problem Solving,Sims Group,10-07-2005,14-04-2024,4027ff01-c2d9-4cd8-a712-800e4063b323,Rejected
EMP48,Accessibility,"Andrews, Vargas and Mayer",23-04-1984,05-05-2024,27de113b-87b3-42e3-b941-f9fce46e658a,Approved
EMP48,CI/CD,Crawford Group,29-05-2021,13-04-2024,cca5a2b5-77de-49dc-b771-0b52e6ff53d8,Approved
EMP49,Communication,"Porter, Farmer and Bell",23-09-1977,11-04-2024,9bb27806-e20b-4288-8898-88aa9f4e7b4c,Approved
EMP49,Penetration Testing,Ashley Inc,19-06-1977,29-04-2024,e059d730-dc40-4258-8dd2-8a07b29da876,Approved
EMP49,Accessibility,Diaz and Sons,17-06-1973,15-04-2024,028e4d72-96b6-408e-a2de-ac31a0a3fbda,Approved
EMP49,Containerization,Beck and Sons,13-08-1970,23-04-2024,594f3927-d46a-43d6-ab56-838cdb47eeb8,Approved
EMP50,Python,Morales-Hart,21-09-1981,07-05-2024,1d6cce09-12d9-49d2-b78b-a0f47d4d73b1,Rejected
EMP50,Git,Dickson-Jackson,01-05-1977,01-05-2024,680d54b9-31ce-42ad-a9e3-cc9e0c0df883,Rejected
EMP50,Cybersecurity,Noble-Bowers,26-10-1989,09-04-2024,a8c767ee-9a35-4c83-92f8-0410d4f61b0c,Approved
EMP50,Machine Learning,Jackson Inc,16-05-1989,29-04-2024,b18efbcf-dc38-41a4-b941-f1235c96986e,Approved
EMP51,Azure,"Franklin, Walton and Jones",23-02-1992,29-04-2024,3f1f40b6-5af7-4cfa-8535-ef7f8727cd92,Approved
EMP51,Documentation,Long-Jones,30-07-1988,10-04-2024,d3e37174-f5d2-45d2-bd45-bb717cafd17f,Approved
EMP51,Java,"Bryant, Sims and Williams",04-11-1981,04-05-2024,3f34fe92-371f-4d2d-ab04-632ced56033e,Approved
EMP51,Interaction Design,"Bentley, Rojas and Lang",27-07-1977,03-05-2024,a2955229-fc5c-4768-99ee-c3ad6b0180ec,Rejected
EMP52,Google Cloud Platform,Gross Ltd,01-12-1970,12-04-2024,4f008954-9f1c-427b-a911-5ded393d1fc2,Rejected
EMP52,Technical Writing,Cooper PLC,19-02-2010,03-05-2024,6e8409ed-3626-40d8-baf1-844042ece1a5,Rejected
EMP52,Java,Kerr-Stokes,21-10-2023,11-04-2024,4e20b53e-da1c-4c37-8343-c939a3ae67d7,Approved
EMP52,UI/UX Design,"Black, Hughes and Garcia",30-03-1972,09-04-2024,06b176d0-e748-4e3c-9256-ef43e37856be,Approved
EMP53,Ruby,"Carr, Fry and Wright",10-04-1975,13-04-2024,7609f037-f5a8-40d2-8067-f625ef694f50,Rejected
EMP53,JavaScript,"Oconnor, Ruiz and Graham",10-01-1977,22-04-2024,5e07d95d-57e8-4ecf-a4ef-7b227c96a500,Rejected
EMP53,Machine Learning,"Strickland, Ball and Smith",14-03-1989,19-04-2024,02888b92-eb7d-44a3-8ee9-b05caadcae90,Approved
EMP53,CI/CD,"Lopez, Mercer and Hinton",03-10-2017,13-04-2024,fc48d67e-d094-4e2b-aff6-7bf040f49234,Approved
EMP54,Cryptography,Cruz-Donaldson,04-01-2004,02-05-2024,8726424f-3241-4739-9d2e-ea953f3da825,Approved
EMP54,Machine Learning,"Palmer, Jordan and George",07-10-2015,29-04-2024,14b76e40-9382-4676-8176-82601f99ea6a,Rejected
EMP54,Objective-C,Moses-Daniel,04-03-2006,01-05-2024,fa3893a0-88ab-4152-8ce5-a4ff8f1a2e95,Rejected
EMP54,Communication,"Pollard, Cortez and Coleman",11-08-1974,07-05-2024,9e34d566-3d0b-484f-b2d6-212c771b9d29,Rejected
EMP55,Swift,"West, Rojas and Lee",24-01-1992,27-04-2024,94b59c24-3422-411e-a3a9-69e4e5908f02,Rejected
EMP55,Objective-C,Heath-Smith,24-07-2009,07-05-2024,59581700-2485-452a-8378-22340c9e81fd,Rejected
EMP55,Business Analysis,"Morrow, Johnson and Carson",28-06-1979,20-04-2024,48baeff0-d551-4e73-91ed-e213d5220e8e,Rejected
EMP55,Flask,"Simmons, Caldwell and Lloyd",19-12-1993,30-04-2024,75ea3b8c-678e-4095-b943-1ea2e6fe6815,Rejected
EMP56,Google Cloud Platform,Wright-Forbes,20-03-2017,10-04-2024,8b1d1482-fb81-4f73-ab67-37537c11bbde,Approved
EMP56,SQL,Hernandez-Ford,03-11-1988,16-04-2024,1efcc98f-f7ad-414f-b5e0-6d3d928ed27a,Approved
EMP56,Agile Product Management,Burke-Dixon,09-01-2010,29-04-2024,05f231d2-77dc-415a-8639-994bb3623d56,Rejected
EMP56,Communication,"Mccoy, Hughes and Martinez",14-11-1997,09-04-2024,08abff33-724b-47a7-a704-8b56d9f1c021,Approved
EMP57,Statistical Analysis,Ayala-Aguirre,04-09-1972,02-05-2024,a5dfa232-e8a7-4569-ac85-2045e1050a81,Rejected
EMP57,MongoDB,"Gomez, Jones and Obrien",15-10-2011,15-04-2024,b68e0d68-a0e9-4492-bc9a-9d47dd27a9d4,Rejected
EMP57,Support,"Newton, Leblanc and Kirby",20-12-2001,07-05-2024,4ff37144-e19d-4a94-8859-368407b9a294,Rejected
EMP57,Git,Little-King,15-03-2020,07-05-2024,3645de79-168a-4146-8284-3d1fb31feb87,Rejected
EMP58,UI/UX Design,Drake Inc,26-11-2004,29-04-2024,8a23cca9-0f81-4f5a-a28d-e9664967ff0c,Approved
EMP58,CSS,Jackson and Sons,31-08-1995,05-05-2024,5bd1f2e1-8535-4403-8cd0-e26b584e3d54,Approved
EMP58,Support,"Johnson, Sanders and Haynes",30-03-2008,15-04-2024,edb6f565-efd1-490d-bc5c-04151903ff77,Rejected
EMP58,Machine Learning,Atkins Ltd,23-09-2015,30-04-2024,db2afb09-70a6-416a-aec7-6a9d7656fc14,Rejected
EMP59,Data Visualization,"Garcia, Perkins and Dudley",21-05-1983,12-04-2024,f0ca231d-4517-420e-8773-903ce230aa26,Rejected
EMP59,UI/UX Design,"Larson, Holder and Lynch",31-03-2007,02-05-2024,62eb51ad-93f0-48f0-877e-aa2a9317f12a,Rejected
EMP59,Kubernetes,Simon Group,27-10-1971,05-05-2024,fd79b9ff-f204-4f2f-a63b-cbfb0ea0cfad,Rejected
EMP59,Information Security,"Soto, Martinez and Hatfield",13-07-1973,22-04-2024,fee8e2f9-9bf2-4fff-aa74-7943343b13d7,Approved
EMP60,Kotlin,"Cook, Bennett and Johnson",14-03-2020,01-05-2024,fb535073-e565-4cfa-9f76-1296ac0b12b8,Approved
EMP60,Machine Learning,Shah-Mendez,01-04-1973,22-04-2024,9843e061-1a2d-4086-ac70-11e7e7901372,Rejected
EMP60,Swift,Frazier-Torres,05-01-1990,14-04-2024,0d455251-bcaf-43b2-bae6-475360001dd1,Rejected
EMP60,Test-Driven Development,"Estrada, Rice and King",22-10-1991,04-05-2024,cbe440b6-681d-4630-a62b-2c763c46d301,Approved
EMP61,User Stories,Strickland-White,17-10-2003,26-04-2024,d60425d2-9a7d-4bf0-bddb-8a75d761f5d6,Rejected
EMP61,Requirements Analysis,Harper-Wilson,25-05-2019,07-05-2024,994a02cc-2ad5-4341-9de0-5990637c7917,Approved
EMP61,Angular,Page-Bauer,08-06-2018,03-05-2024,6096e977-71e9-4087-a058-afb62b6d6ece,Rejected
EMP61,Vue.js,Hayes-Johnson,19-04-1989,09-04-2024,b0afecc2-ea34-48d2-9aa0-8ffeb7578310,Rejected
EMP62,Data Science,Jones PLC,23-01-2004,11-04-2024,1c1051d9-4479-4019-9413-95a2ca3e03a2,Approved
EMP62,Product Management,"Young, Miller and Gomez",02-10-1976,11-04-2024,f4c440f7-1f35-4ff4-b3b0-e12611b5a8fb,Approved
EMP62,Interaction Design,"Johnson, Collins and Perez",14-11-1972,14-04-2024,6682f285-0c98-4e74-a747-adbfd2231c8a,Approved
EMP62,Test-Driven Development,Carter Ltd,31-10-2002,27-04-2024,4c887166-108b-4d0d-8085-af0dd290bd04,Approved
EMP63,Wireframing,Combs Group,22-03-2016,11-04-2024,89911edb-a720-4274-8642-ce0d1639a58d,Rejected
EMP63,SQL,Hamilton-Estrada,22-06-2007,15-04-2024,6aaf88d7-d1f2-46f7-a9de-2dbd88020cd7,Approved
EMP63,Cybersecurity,Fischer PLC,18-12-2010,11-04-2024,ddeaa7e6-5186-4791-b0c1-450df037d32f,Rejected
EMP63,Business Analysis,"Richards, Martinez and Reed",26-09-1970,19-04-2024,7caa7cc8-05dd-4b22-94c1-2a4dde6438b4,Rejected
EMP64,Behavior-Driven Development,Freeman-Clark,08-10-1987,10-04-2024,d7314449-d6d3-46a4-b5a2-f37b170b9bc9,Approved
EMP64,Python,Lee-White,04-10-1986,21-04-2024,ddb7b974-0653-4dc3-a4c0-0c98348b9bda,Approved
EMP64,Cybersecurity,Pacheco LLC,20-06-1992,23-04-2024,6bccbf80-8436-439b-b63d-488d548b7c2a,Rejected
EMP64,RESTful API,Orr-Cervantes,12-07-1981,11-04-2024,3424145f-1469-4106-8f5b-225c12aeb8df,Rejected
EMP65,Problem Solving,"Clark, Rosales and Wilkins",27-07-2010,30-04-2024,fd8259aa-48ad-45ef-b90e-5f6cc591f82e,Rejected
EMP65,Cryptography,"Dodson, Miller and Copeland",15-06-1977,01-05-2024,3844e99e-2068-4357-b524-e127c599446e,Rejected
EMP65,NoSQL,Russell PLC,20-04-2016,02-05-2024,2fc94985-7d05-419c-a924-2c38c21c5e90,Approved
EMP65,Google Cloud Platform,Powers-Murphy,06-08-1999,07-05-2024,962565d8-c5fe-4d09-9273-20376daa1f69,Approved
EMP66,NoSQL,Mitchell-Duran,18-08-2005,26-04-2024,12e1ec0b-1126-47ff-85be-bbe07c1ce97e,Rejected
EMP66,Flask,Crawford-Goodwin,07-07-1981,21-04-2024,522cc704-d4a2-40ce-aa62-79da70e7e2fb,Approved
EMP66,Wireframing,Anderson-Arnold,12-05-2023,09-04-2024,e79742be-b3a4-4e34-abb7-b42fa360b6b9,Approved
EMP66,Machine Learning,Williams and Sons,03-11-1977,19-04-2024,c75c7144-ea8c-4433-baab-aba99a561be7,Rejected
EMP67,Continuous Deployment,Stewart Group,14-09-1984,06-05-2024,0d86fa95-9114-4ada-8ab5-824013595a84,Approved
EMP67,Angular,Johnson LLC,20-03-1978,15-04-2024,5f2fd18f-d058-42af-b958-3858e50d2998,Approved
EMP67,Information Security,Taylor Group,28-05-1974,05-05-2024,973ed3f9-dfa3-4e83-8169-7411a3a927e0,Rejected
EMP67,Documentation,Brown PLC,13-05-1993,10-04-2024,6b260c0f-00f1-4f94-a64e-01705ea4f878,Rejected
EMP68,Interaction Design,Roy PLC,26-07-1992,21-04-2024,78f8d0ec-a210-42e5-964e-9d181e9faafb,Approved
EMP68,Wireframing,"Berry, Singh and Rios",04-01-1974,17-04-2024,16fecf6a-7c7f-4b62-82ba-9fd5f22e7727,Rejected
EMP68,Git,"Griffith, Murphy and Ross",01-02-1980,28-04-2024,cb09ecb0-9ef3-4b25-9550-84fd42b29689,Approved
EMP68,Network Security,Robinson-Mitchell,02-06-2023,23-04-2024,efcf2a84-b4e0-421a-8925-2fc8d8a0b2dc,Rejected
EMP69,Java,Harper-Fernandez,20-02-2012,02-05-2024,0294c480-9743-4314-8325-6c928abf4935,Approved
EMP69,.NET,"Fuentes, Barry and Miller",03-09-2013,03-05-2024,c3fd18f6-0656-4a3e-95b1-4316c1e1ad8c,Approved
EMP69,Prototyping,"Potter, Garcia and Maxwell",27-01-2006,27-04-2024,34809fda-409e-4374-a167-8aac17ddd5c0,Approved
EMP69,Objective-C,Taylor-Moore,22-03-2024,13-04-2024,9eb0ee85-a4bf-4e69-b5af-da1ab905b58a,Approved
EMP70,Behavior-Driven Development,Mitchell LLC,24-01-2010,14-04-2024,eab3646b-e73f-45e3-a1c5-42f77acd8dfe,Approved
EMP70,Git,Jones Inc,20-05-1995,10-04-2024,557a64f0-e135-455c-98e5-4b2c2f75fcf0,Approved
EMP70,Docker,Rodriguez-Curtis,06-06-2011,17-04-2024,420db53b-f437-4906-9909-4f5fc6c978fa,Rejected
EMP70,Microservices,"Edwards, Palmer and Newman",01-01-2004,28-04-2024,7e754e9d-1ed6-4763-9e2e-5dc90c76917c,Rejected
EMP71,CSS,"Rodriguez, Burch and Ware",05-02-2023,10-04-2024,e912e916-f23b-4d74-a210-3dad8a5d3bdf,Rejected
EMP71,Responsive Design,"Perry, Martin and Becker",24-07-2012,05-05-2024,04d925a2-a5a1-4fcb-a9a4-ed77bb6ff7ba,Rejected
EMP71,Artificial Intelligence,Landry Ltd,20-03-1974,15-04-2024,5fc9d8d1-b836-4162-9617-4fef0d82be60,Rejected
EMP71,Agile Methodologies,Rodriguez PLC,13-04-1985,05-05-2024,429afa08-a1f0-4e70-81c6-28873c4793db,Rejected
EMP72,User Stories,Lopez-Dixon,22-04-1978,13-04-2024,09c7abab-facd-47d0-ae1f-7c70d8ec00bd,Rejected
EMP72,Technical Writing,Acosta Ltd,23-12-1994,30-04-2024,437e5d86-0112-45c2-aa04-058ce3e869c1,Rejected
EMP72,DevOps,Hahn-Adams,24-04-1990,07-05-2024,41c7895d-5191-4d0b-ae2b-f2662354de72,Rejected
EMP72,Google Cloud Platform,"Holden, Jones and Campos",23-02-2018,25-04-2024,34b3ce7b-4fd9-4a9f-899f-c278da4910c8,Rejected
EMP73,JavaScript,"Marshall, Ramsey and Rivera",18-01-2014,29-04-2024,895ad33c-5f71-4db6-8296-a659a5978261,Approved
EMP73,Continuous Deployment,Strickland-Collins,23-12-1989,30-04-2024,ff61b152-1743-48f8-9bc5-2257b3c655bd,Approved
EMP73,Objective-C,"Sanchez, Bullock and Flores",17-06-1994,24-04-2024,59e3e883-c05d-49f2-b9ca-c972ff1b949a,Approved
EMP73,Data Visualization,"Martinez, Bates and Smith",30-10-1983,01-05-2024,02cff8b7-30ce-44a8-9599-a4bf79f5e03a,Rejected
EMP74,Interaction Design,Lee-Rodriguez,03-11-2011,23-04-2024,8540e2fb-174b-4611-9f77-3fce22052105,Rejected
EMP74,React,"Dalton, Jackson and Johnson",19-04-2011,09-04-2024,ea4ae85b-6e53-4367-a0b3-160b07d7beff,Approved
EMP74,SQL,Anderson-Baker,16-12-2023,13-04-2024,bb5e7116-df8f-4423-a90c-a0e340637db6,Rejected
EMP74,PHP,Greer-Farrell,08-12-2005,06-05-2024,5852b14c-3148-4baf-b713-36b97d4b1650,Approved
EMP75,Flask,Arias PLC,24-05-1993,02-05-2024,7384933a-a36f-4344-84aa-7c8fa68ed217,Rejected
EMP75,Network Security,"Newman, Quinn and Walter",19-10-2001,12-04-2024,8dd39bee-e196-4c3d-a569-ef87c6e15077,Approved
EMP75,Data Visualization,"Walker, Thomas and Orr",14-01-2001,29-04-2024,e55b09ce-d839-4807-ab82-94ffb9f1641a,Approved
EMP75,Prototyping,Parks Ltd,16-05-1990,07-05-2024,c3b554b7-15bf-49d6-9777-88275d6195d1,Approved
EMP76,Data Visualization,Bautista-Cain,22-07-2021,25-04-2024,da81c779-7d3a-4e5e-88d5-21aaafe94f62,Approved
EMP76,CI/CD,Henry-Cole,11-04-1978,15-04-2024,eedc59dc-7b96-4f3a-84f3-b558c668c910,Approved
EMP76,Google Cloud Platform,Brown-Singh,09-09-2018,28-04-2024,6849fab6-aa66-4553-be7b-d1769703444d,Rejected
EMP76,Technical Writing,"Harris, Garcia and Gonzalez",04-03-1996,13-04-2024,b16240c1-55d0-43fa-bb42-f4634202fbe1,Rejected
EMP77,Artificial Intelligence,Bowen LLC,26-09-2011,15-04-2024,c118495b-f22f-4d7e-bfc2-04b8f39650e4,Approved
EMP77,Continuous Deployment,Holt and Sons,24-07-1977,03-05-2024,e48ede33-7d55-47a2-8507-dc1ae286bb02,Approved
EMP77,UI/UX Design,Adkins Group,21-02-2011,17-04-2024,bbb1dce5-a94a-459e-ac68-c969a5b74a96,Approved
EMP77,Behavior-Driven Development,"Contreras, Daniels and Brown",05-10-2018,19-04-2024,3d96b84e-7fdb-4d6b-aab2-b043d169908b,Approved
EMP78,JavaScript,Maynard-Moran,07-04-2002,11-04-2024,6dac12d5-a3e3-4798-8eba-bd6ea6e84f23,Rejected
EMP78,Troubleshooting,Wheeler-Oliver,19-04-1994,03-05-2024,d81d6af3-41c4-4a17-ac90-9b9b0bd3f641,Rejected
EMP78,Network Security,Mckinney-White,03-10-2020,02-05-2024,9e735993-54d8-4aee-b73f-173b7beded82,Approved
EMP78,Django,Arnold PLC,21-02-1974,20-04-2024,d28a0255-5bdc-4ae0-a0ed-6f13bc3331bc,Rejected
EMP79,Google Cloud Platform,Gonzalez LLC,28-11-1978,13-04-2024,86ba4039-295b-466f-881f-c11f3a7a8096,Rejected
EMP79,JavaScript,"Johnson, Figueroa and Sullivan",03-07-1995,22-04-2024,0799712f-b1a4-4b48-a20d-accb671bc150,Approved
EMP79,Documentation,Tapia LLC,08-06-2022,09-04-2024,9b347dfa-5d1a-44c2-bbc8-84229327c010,Rejected
EMP79,Leadership,"Scott, Rogers and Bell",08-09-1995,26-04-2024,15985224-b447-4ca2-955f-d2d1febf48e9,Approved
EMP80,PHP,Reyes PLC,07-08-1997,19-04-2024,55f7aa7f-1e0a-41a4-bf43-f5163e96548a,Approved
EMP80,Vue.js,Williams LLC,29-01-2021,13-04-2024,b9a00952-8a61-4cb0-8d43-24a151c33c9b,Approved
EMP80,Cybersecurity,"Alvarez, Cruz and Hood",07-10-1995,10-04-2024,450f8295-7b9e-49b6-b97b-b401b4fdd597,Rejected
