EMPLOYEE_ID,CERTIFICATE_NAME,ISSUING_ORGANIZATION,ISSUE_DATE,EXPIRE_DATE,CREDENTIAL_ID,CERTIFICATE_STATUS
EMP80,UI/UX Design,Nichols PLC,07-04-1999,25-04-2024,8e5719d2-6963-47ce-af95-f6b011de30a9,Rejected
EMP81,Flask,White-Tucker,08-04-1976,20-04-2024,cae10648-ea91-451c-8927-7439a38d7d08,Rejected
EMP81,Node.js,"King, Stout and Johnson",12-09-1985,16-04-2024,20cae4a4-3076-445d-bc85-7158542066bc,Rejected
EMP81,Swift,Stephens-Petty,28-01-1996,01-05-2024,ccdfc8e1-62b7-4088-879d-3f4a2a97bae8,Rejected
EMP81,Data Science,"Sims, Williams and Jordan",15-02-1976,11-04-2024,4b23fa43-5747-4b2a-a55d-e09252ad85e2,Approved
EMP82,MongoDB,"Vega, Ellison and Morrow",05-02-1996,27-04-2024,3a64da85-9e88-453f-becc-ea1033396f5c,Approved
EMP82,Docker,Turner LLC,14-10-1994,01-05-2024,758579cd-e3fe-4d47-8f9e-07d0fab9832c,Rejected
EMP82,Statistical Analysis,Jones Inc,05-05-2006,17-04-2024,e64e9274-276b-4bf6-ae49-8f8195402ecb,Rejected
EMP82,Test-Driven Development,"Ramirez, Walter and Walker",21-07-1974,12-04-2024,4ce44a8e-dbc3-4f55-b586-70f8f8f6352c,Approved
EMP83,Swift,Holloway Inc,14-03-2004,03-05-2024,ea758d47-0cb4-4993-827c-d676f469db2a,Approved
EMP83,Requirements Analysis,"Thornton, Torres and Smith",09-04-2006,16-04-2024,eaa42550-816e-4276-8446-9acf12ac6871,Rejected
EMP83,Cybersecurity,Lee-Joseph,05-11-1995,03-05-2024,018c6d2c-6f17-4564-b438-1edd1e66c4c0,Rejected
EMP83,Angular,"Clark, Rangel and Weaver",17-06-1975,11-04-2024,6003455d-fbe1-49d7-853d-6e5de7966008,Rejected
EMP84,Business Analysis,Smith Ltd,02-08-2012,17-04-2024,fc84bc9a-35a3-45cf-960a-acdc28f233df,Approved
EMP84,Network Security,Ruiz Inc,06-03-2023,06-05-2024,351c01f9-1fb3-40bc-a0e9-2d759922fdb0,Rejected
EMP84,Agile Product Management,"Williams, Alvarez and Farley",13-04-1986,24-04-2024,15835881-31e4-415a-a112-8e552825fbae,Rejected
EMP84,PHP,Santana-Tucker,10-02-1979,23-04-2024,32006123-449d-4143-ba98-342aee9a8664,Rejected
EMP85,Agile Methodologies,Randolph Inc,17-03-1985,14-04-2024,5d9420ef-6cb7-45e6-b1ee-fc5b23785c0a,Approved
EMP85,Product Management,Black PLC,09-11-2002,23-04-2024,ec1446ef-9bd4-43e1-aaff-89423c6b5e14,Rejected
EMP85,Scrum,Ewing Ltd,23-08-2014,29-04-2024,b74b2ba9-fea3-4988-87cd-5ae2c862002d,Rejected
EMP85,Accessibility,Alvarado Ltd,11-09-2018,28-04-2024,eb60fd73-1818-4705-9db9-f49ee5f23dd4,Approved
EMP86,Cybersecurity,Pearson-Salas,20-06-2001,06-05-2024,c98130bc-53e6-444b-9633-efbc45be7895,Approved
EMP86,AWS,"Brown, Brewer and Tate",05-03-1991,24-04-2024,ac963b92-5c97-4c57-8611-9cf42612d7a1,Rejected
EMP86,Kotlin,"Conley, Little and Jackson",03-05-2011,06-05-2024,28e47ae5-7b69-4619-99b9-476928602397,Approved
EMP86,Communication,York-Lewis,21-09-1972,24-04-2024,1aa18ea6-06af-42a4-80a7-fbdfcf8ed6bb,Rejected
EMP87,Statistical Analysis,"Watts, Marks and Perez",19-05-2004,01-05-2024,f86e20e5-20d3-4b26-973c-71f7de4ca696,Rejected
EMP87,Data Science,Flores-Burns,29-10-1984,10-04-2024,a5b8b5f9-fc0f-49bb-9ed9-86748fa8d674,Rejected
EMP87,DevOps,"Boyer, Evans and Anderson",14-09-1981,29-04-2024,ded493b3-38d6-4422-827c-51b8acaac94b,Approved
EMP87,Requirements Analysis,"Thompson, Cohen and Simpson",16-08-2013,27-04-2024,6df809bc-5a58-4f09-b949-599c34c0a842,Rejected
EMP88,Microservices,Ewing LLC,19-11-1992,24-04-2024,84989767-632c-4bc7-a40f-661ec9f8b0f5,Approved
EMP88,C#,"Hoffman, Zavala and Villanueva",12-01-1998,21-04-2024,2d2eb886-a493-46b5-9d3c-57d13053098f,Rejected
EMP88,Agile Product Management,Maldonado-Johnson,27-06-2021,12-04-2024,3d5e6a01-1531-4bb5-af82-fff403a54b78,Rejected
EMP88,AWS,Simmons-Moody,20-02-1985,25-04-2024,8cbb3e56-d204-4e4c-afd8-0a9572de3cce,Approved
EMP89,Ruby,Mccoy-Herrera,31-03-2017,13-04-2024,8e5803f7-af79-467d-82a3-0b7802bdfde2,Approved
EMP89,Test-Driven Development,Lawrence-Nichols,24-06-1987,01-05-2024,cc87336e-ab3a-4f52-8994-852b6da35de9,Approved
EMP89,Support,Green Inc,25-06-1991,03-05-2024,574cd700-7fd3-48c9-bb21-e27029644927,Rejected
EMP89,Prototyping,Jones and Sons,14-01-1977,20-04-2024,4b764444-3312-4e63-8859-073a7d62a693,Approved
EMP90,Python,Manning-Black,14-07-1988,19-04-2024,caf3962a-d390-49ba-88cb-137ab02ecec6,Approved
EMP90,Documentation,Hendricks-Stephens,16-08-1990,28-04-2024,798417ed-c007-4281-973f-aeeb15e6ad15,Rejected
EMP90,Technical Writing,"Miller, Herring and Mann",16-02-1994,03-05-2024,ebba3fcc-b8fb-4da9-b598-cb5750cbac28,Approved
EMP90,.NET,Johnson LLC,26-06-2015,07-05-2024,bc595e20-c027-4c97-b6af-19b0c7798aad,Approved
EMP91,Continuous Integration,"Norris, Freeman and Sosa",09-03-2011,29-04-2024,b8c947cf-4a39-4bca-a96d-1b67751acb9f,Approved
EMP91,Ruby,Williams Inc,16-06-1996,01-05-2024,dd5215b7-098c-4486-a21c-9782be52c752,Rejected
EMP91,Accessibility,Becker-Cruz,19-11-1972,22-04-2024,76be3075-ed09-4cc1-a025-125ccd4107b0,Approved
EMP91,Git,Carpenter Inc,19-11-1996,05-05-2024,9fc631ba-ffb7-4349-a932-4bfc9b33b0ba,Approved
EMP92,Swift,Andrews LLC,09-05-2004,15-04-2024,23f1e346-02c3-4dab-8a93-5e223391a36c,Rejected
EMP92,Kubernetes,"Long, Jensen and Willis",23-10-2009,30-04-2024,dc320582-a94f-4c88-9b63-863b886bea15,Approved
EMP92,Communication,Reynolds-Martin,06-08-2012,21-04-2024,25acb34b-939c-4fca-8533-0aa25fc3d2c9,Rejected
EMP92,Data Analysis,Jones LLC,05-01-1987,10-04-2024,4532405e-5770-454b-9f5c-ed0cd1b9df01,Approved
EMP93,Flask,Russell-Shaw,27-02-1985,16-04-2024,c79b722b-1cf2-4bf4-8965-add3df4866cf,Rejected
EMP93,Containerization,Knight-Bryant,23-03-1983,05-05-2024,171cf746-e542-4be6-8f2f-5147342323c8,Approved
EMP93,Node.js,King Inc,31-03-1971,22-04-2024,3b812835-4106-4e5b-b8df-b81586a1b9c9,Approved
EMP93,Python,Watkins Inc,11-03-1990,21-04-2024,f7e07d8f-ed5c-4ff3-9a91-32a7e14f49f4,Rejected
EMP94,Kubernetes,Horne and Sons,24-06-2009,02-05-2024,37b98bc2-05de-4955-b208-23118c42fa2d,Approved
EMP94,Communication,Guerrero-Lewis,07-07-2001,20-04-2024,f14fa4d3-0096-4979-9adf-bacb536c67e2,Approved
EMP94,Scrum,"Nelson, Henson and Lambert",20-08-2003,19-04-2024,af0a843b-54b8-40c9-820c-37b65dd6c55f,Approved
EMP94,Vue.js,"Hall, Giles and Henderson",03-08-1995,30-04-2024,b3b85036-d052-4bc4-833b-bd97b65fed47,Rejected
EMP95,Technical Writing,"Martinez, Smith and Mathis",14-12-1995,12-04-2024,502149fb-eb90-4cd6-af1d-49f868e0c6d3,Approved
EMP95,Ruby,Lopez PLC,12-05-2003,16-04-2024,e9254a7c-0cf0-491d-a1a9-752e7e34c1b4,Rejected
EMP95,Objective-C,"Gutierrez, Case and Simpson",11-11-1996,25-04-2024,5d22fc92-ef51-4dc9-b68f-4620a450e91d,Rejected
EMP95,Java,Rice Group,11-09-2010,11-04-2024,04f64cef-0ddd-4e5e-916e-5763aa56a03b,Approved
EMP96,Product Management,"Snyder, Valdez and Lee",13-09-2018,06-05-2024,a2d4bc96-ff99-44e2-8053-d214c9a9e025,Approved
EMP96,CSS,King-Mitchell,12-12-1985,18-04-2024,1cfc5b2f-a520-42bf-8a17-5a85a41551cb,Approved
EMP96,PostgreSQL,Butler Group,10-12-1988,11-04-2024,9eb92396-0c18-4066-8e60-2b2f41bfdad6,Rejected
EMP96,Cryptography,"Miller, Flowers and Knox",19-03-2023,18-04-2024,c55ecf49-81c2-4e05-b70e-a67f693528e7,Rejected
EMP97,Documentation,"Jones, King and Munoz",25-05-2021,01-05-2024,16b7ab16-1912-42e4-ad43-356b4144b1b8,Rejected
EMP97,JavaScript,Wu PLC,17-12-1988,17-04-2024,69c35194-ac18-46e8-8e0f-bf9209518850,Rejected
EMP97,.NET,Johnson and Sons,27-07-1977,26-04-2024,607f864f-e092-4ae3-9781-97cbabf47b85,Approved
EMP97,Requirements Analysis,"Graham, Cruz and Woods",29-01-2007,26-04-2024,072c783f-a518-4219-bd35-a13db72f1186,Rejected
EMP98,Product Management,Taylor Group,13-01-1999,17-04-2024,4a559d2e-a542-4ccf-9caf-6c612921b6e7,Approved
EMP98,Leadership,Richards-Bell,30-01-1993,29-04-2024,e8738a11-b822-4f60-a68b-16db20a2e998,Approved
EMP98,Artificial Intelligence,Odonnell Inc,21-01-1978,27-04-2024,febc68c5-1237-4e9b-bb21-953dd17deba7,Approved
EMP98,Data Visualization,Morton LLC,05-06-2022,19-04-2024,53a4d498-91e6-4947-ade0-2f707341800b,Rejected
EMP99,Node.js,Newton-Stark,07-04-2024,06-05-2024,6d24c923-e50f-46bb-bec6-d0f6051f1393,Approved
EMP99,Prototyping,Carter-Chavez,10-01-1976,29-04-2024,77e40832-b3be-431a-86fa-f5db2addafbc,Approved
EMP99,Requirements Analysis,Patterson-White,22-05-2017,19-04-2024,d4da52ec-219f-448d-98c5-77cb070b32c2,Approved
EMP99,Containerization,Wilson Inc,25-04-2009,02-05-2024,00d9879c-87fc-4ff1-aa3b-5eeeee49dfb5,Approved
EMP100,Azure,"Knight, Brown and Harrington",16-01-1979,26-04-2024,6f145beb-6529-4233-afa2-9b8316f7294f,Rejected
EMP100,Vue.js,Hunter Inc,17-08-1974,04-05-2024,99f06a17-180f-4f2d-a303-94e9816551b9,Approved
EMP100,HTML,Bruce Group,18-12-1991,27-04-2024,94a1cd51-60af-41e0-8efe-5d896d245223,Rejected
EMP100,Penetration Testing,Cruz PLC,31-05-2010,25-04-2024,814f9cf1-3de6-4207-9c00-03cd25be5a59,Approved
EMP101,Statistical Analysis,Munoz-Flores,22-03-1973,28-04-2024,2899624f-6095-4f2a-970c-7defe3d2c8c0,Approved
EMP101,Azure,"Larsen, Conley and Porter",09-02-2021,27-04-2024,9ca514b5-09d9-453f-a0a3-684a5e268653,Rejected
EMP101,Agile Methodologies,Dyer-Smith,07-02-2018,22-04-2024,1166e525-a9f7-4a52-96c5-7f6fbf8c1284,Approved
EMP101,Swift,Nelson LLC,02-05-1987,16-04-2024,6cc6842d-5bd4-4852-9ad1-3e28e173bf6c,Rejected
EMP102,Agile Methodologies,Lynch-Escobar,27-02-1998,13-04-2024,5a703af6-669c-4294-bcf5-c1681a7b4ed1,Rejected
EMP102,HTML,Leonard LLC,03-09-2015,06-05-2024,544fc330-7171-4078-a46c-3d968bb91a85,Rejected
EMP102,SQL,Morris Ltd,09-05-2014,21-04-2024,4759427a-d42c-4323-80d8-5810ce90b7a0,Rejected
EMP102,Product Management,Parker-Brewer,05-07-1982,03-05-2024,28c17e45-41e6-452f-8067-1afcb5d02ed3,Rejected
EMP103,PHP,"Burns, Smith and George",21-12-1972,09-04-2024,ff9e2331-168f-4805-8fc5-d919f298b7d6,Approved
EMP103,SQL,Harmon and Sons,11-01-1986,09-04-2024,b543f783-ed1a-4c04-8b99-9389dc2115bf,Approved
EMP103,Python,Bowers-Baker,09-08-2001,21-04-2024,b22d7425-74f6-4bcf-8c70-f5d239778c06,Rejected
EMP103,AWS,Bailey Group,25-03-1996,06-05-2024,dee29620-5369-4fa7-a794-8f92a838f0e2,Rejected
EMP104,Cybersecurity,Howell-Williams,13-09-1999,16-04-2024,16913836-433b-44a0-a605-96338cd5ec05,Approved
EMP104,Continuous Deployment,"Miller, Johnson and Hernandez",20-03-2008,27-04-2024,a4c0aec1-5594-4bea-99e8-ed226b118aa2,Approved
EMP104,SQL,Mann LLC,08-06-1988,01-05-2024,e08fef6e-e745-4868-826d-3f9bdd8fa54e,Approved
EMP104,RESTful API,Russell-Wilcox,15-03-2009,27-04-2024,46fb6880-49ef-44f8-ae5f-aa63a6c84bc8,Rejected
EMP105,MySQL,Mitchell-Jones,22-12-1971,13-04-2024,05b2e20f-0abd-4cf4-bb84-8735010db54f,Rejected
EMP105,Ruby,Anderson PLC,02-04-1972,29-04-2024,bfd49dba-9e6e-407a-b24b-35e5b3856a5b,Rejected
EMP105,Statistical Analysis,Nelson-Daniel,21-06-1996,11-04-2024,b8354353-e670-4d12-9712-24539bb6620b,Rejected
EMP105,Communication,"Watkins, Parker and Flores",15-11-1997,29-04-2024,de9624a1-ee81-4676-9cbd-b0229e60b299,Rejected
EMP106,Containerization,Miller and Sons,21-05-2019,06-05-2024,e92b7b3d-0af1-4795-b8f4-f1ebffe1a86d,Approved
EMP106,HTML,Franklin-Riggs,12-08-1971,27-04-2024,07097533-02ed-4753-b0b4-8e1d8003f79a,Rejected
EMP106,Accessibility,"Evans, Torres and Greene",02-12-1971,12-04-2024,1d3b8bdc-a2a3-45a1-b116-1a7387a86701,Approved
EMP106,Agile Product Management,Reyes-Martinez,20-01-1994,04-05-2024,115c82de-7a9a-46a2-8a05-47f073fe0351,Rejected
EMP107,Responsive Design,Pugh-Lopez,21-07-1982,10-04-2024,025ee553-da15-4b9a-b383-f59e88008e4c,Approved
EMP107,Test-Driven Development,Martinez LLC,11-02-1999,17-04-2024,50491cad-07f8-4e70-bf4a-238cfef5f1c5,Approved
EMP107,RESTful API,"Norris, Chapman and Morgan",17-02-1984,16-04-2024,950b2f69-4ea2-4c58-a187-63336f751015,Rejected
EMP107,Technical Writing,Adams-Luna,01-03-1978,26-04-2024,857b6a0a-6c22-4f3c-8cf7-afee2e494287,Approved
EMP108,Containerization,Perez-Armstrong,06-06-1970,11-04-2024,20cd2ba3-61aa-45e8-85a9-d2ac072fd88a,Rejected
EMP108,Requirements Analysis,Medina-Griffin,10-10-2009,22-04-2024,644cbbb2-bace-4d51-a216-0e96bacf2790,Approved
EMP108,User Stories,Waters-Lang,27-10-1987,18-04-2024,ba8830da-a22c-46c2-b952-af3751f93d43,Rejected
EMP108,PostgreSQL,"Brown, Cooper and Vargas",23-04-2016,01-05-2024,a2ece2ac-fc4c-437c-9d1b-3677fe69e653,Rejected
EMP109,Leadership,"Kim, Byrd and Goodwin",14-05-2002,26-04-2024,3e79324a-a32b-4b43-ad62-d68c25f011c4,Approved
EMP109,RESTful API,Howell-Andrews,14-10-1996,26-04-2024,967fd21e-868a-4a6a-8031-fef193b1a2ae,Rejected
EMP109,Communication,Campbell LLC,19-05-2012,29-04-2024,d36bcbc2-3b20-4e74-833b-3a63a484dbe4,Rejected
EMP109,Behavior-Driven Development,Hunt Inc,18-07-2018,21-04-2024,774cc734-46b8-430c-84ef-6af78d0661b6,Approved
EMP110,C#,Bell-Price,18-06-2007,06-05-2024,696e8fb2-8779-4752-8196-ab8d8ce90a1f,Approved
EMP110,Behavior-Driven Development,Sandoval Inc,04-09-1975,04-05-2024,bc4f3c6a-99a1-4d25-8e90-0c9ea5cbfcba,Rejected
EMP110,Azure,Smith-Dalton,18-03-1979,24-04-2024,a57cfc8a-6a70-4de3-885f-6579853d6e14,Approved
EMP110,Django,"Salas, Smith and Yates",15-12-2012,25-04-2024,54ebed3a-b0a9-46fb-98cf-5b999275e5f0,Rejected
EMP111,MySQL,Smith and Sons,02-11-2003,15-04-2024,10915ce0-c14a-4295-83fd-e69499b87924,Rejected
EMP111,Python,"Brown, Kennedy and Smith",28-01-2004,20-04-2024,0a3127b8-bb74-4f51-846b-13a1cb75f08a,Approved
EMP111,Containerization,Romero-Smith,22-04-1977,02-05-2024,989bd3c6-f815-414e-9d6d-057149961d76,Approved
EMP111,PostgreSQL,Briggs PLC,10-06-1995,27-04-2024,d1e11769-92d0-4405-a01f-51b5f27bb985,Approved
EMP112,Agile Product Management,Hamilton Group,26-12-1970,17-04-2024,d9520199-02e1-416f-bcce-91d7494c1499,Rejected
EMP112,Vue.js,White-Livingston,10-12-2012,26-04-2024,f0458d6a-8a5d-4d85-a2c2-7acf422eddd4,Rejected
EMP112,JavaScript,"Snyder, Pratt and Hart",27-07-2007,22-04-2024,187dea29-8fe4-45df-a161-25a227f9580b,Approved
EMP112,Artificial Intelligence,"Young, Armstrong and Snyder",29-03-2014,26-04-2024,c60cef71-c66d-4603-b1b4-4d115c3d8dc3,Rejected
EMP113,Agile Methodologies,"Torres, Mitchell and Mitchell",26-05-2006,23-04-2024,6c71c789-05bd-4f34-a758-942976b31dc0,Approved
EMP113,Wireframing,Dunn LLC,10-06-1988,06-05-2024,c6144f72-6ac5-475e-ac36-c764ac9b1bd6,Approved
EMP113,Cybersecurity,"Cooley, Davis and Zimmerman",23-03-1975,29-04-2024,8f982679-637e-4d54-99b8-d423b4ede103,Rejected
EMP113,React,Mitchell-Moss,27-12-1985,24-04-2024,10cb5929-627e-415c-a229-5f4364173128,Rejected
EMP114,JavaScript,Powers and Sons,29-07-1976,26-04-2024,2229cbf0-8f1b-40ff-932c-9b174cf483cf,Approved
EMP114,Kotlin,"Anderson, Mendoza and Adams",05-05-1981,15-04-2024,db91ee85-bbbe-4491-81d0-5be3a0005226,Approved
EMP114,Information Security,Berry-Anderson,18-06-1981,02-05-2024,9f5a4170-7c3d-4df0-a5f9-be715d622502,Approved
EMP114,Scrum,"Duncan, Wright and Young",14-01-1983,18-04-2024,369029cb-1fa4-49b9-ac6e-47877f27f4bd,Rejected
EMP115,JavaScript,Smith-Reed,26-09-2005,18-04-2024,6bb726c4-2189-4dae-a686-c2b3dc9cb220,Approved
EMP115,Git,Wolfe Inc,01-05-2006,15-04-2024,eb556381-2751-4014-a577-3231b6734d56,Rejected
EMP115,Communication,Harrison and Sons,06-09-2000,01-05-2024,a4f37d0b-f838-4131-b362-6861525bdd0f,Approved
EMP115,NoSQL,Banks Ltd,06-07-2009,01-05-2024,97e0b3e6-7f8b-40f3-9722-ace7cdef000e,Rejected
EMP116,Documentation,Kaufman-Mason,02-09-1983,09-04-2024,c09d98fd-ce3e-4386-9ae5-8cff0cb64c83,Rejected
EMP116,Responsive Design,"Thomas, Charles and Rodriguez",31-03-1985,18-04-2024,c306e695-7009-4e05-b6a3-34e87221af68,Rejected
EMP116,React,Yang-Mcdonald,30-07-2017,09-04-2024,c416aa43-c7d0-470c-a23d-5e6d374e8cd7,Approved
EMP116,Cryptography,Suarez LLC,22-12-2018,14-04-2024,3861c8a1-8b17-45a1-969d-5e6df2c07011,Rejected
EMP117,Java,"Arroyo, Jones and Adams",15-07-2009,14-04-2024,a1f016c1-b512-4b66-8653-8bdb51c62e3c,Approved
EMP117,Technical Writing,Sparks-Brooks,14-09-2022,09-04-2024,fb8e255e-6f5a-45c5-9b33-01b2ccb0c935,Rejected
EMP117,Containerization,Lowe-Wilson,04-02-1992,06-05-2024,c520061e-538d-4d1d-8952-c3ada3c2c281,Rejected
EMP117,Python,Walker Group,22-03-2023,25-04-2024,db72c5fd-6ff3-4967-8b36-c27c6d318a94,Approved
EMP118,Kubernetes,Melendez Ltd,09-12-1994,13-04-2024,ee927763-fb80-4924-9207-917e2baff126,Rejected
EMP118,Kotlin,Baker Ltd,05-01-1981,16-04-2024,41f48d61-a5c7-4a67-9e34-3d6f10c98738,Approved
EMP118,Scrum,Jimenez LLC,07-12-1989,15-04-2024,0b5d54b7-cf17-46eb-a680-40dc3eeb015f,Rejected
EMP118,Test-Driven Development,Smith-Jordan,28-09-2013,11-04-2024,9534ac19-3828-433f-af95-3e154e3459c6,Approved
EMP119,Angular,"Anderson, Tucker and Roberts",27-08-2005,13-04-2024,1b53e447-bdc2-4e64-b48f-764f11d81aef,Rejected
EMP119,Objective-C,Richards Inc,20-12-2013,17-04-2024,c7498a61-94b5-4e41-b0c4-1f4fa2b66697,Approved
EMP119,Data Analysis,Walker LLC,10-06-1983,12-04-2024,4f7dd26a-63d2-4575-89ec-4f53d1754160,Approved
EMP119,Flask,Baird-Jacobson,08-09-2015,28-04-2024,8832cfa9-cf74-4b7a-9299-59baf126a3a1,Approved
EMP120,Docker,"Baker, Martinez and Reynolds",21-04-1987,04-05-2024,cdfd8364-41be-4468-a924-7e8e4761e6cb,Rejected
EMP120,JavaScript,Boyd-Tucker,19-01-2022,04-05-2024,8c9af627-c93e-40c8-94a3-3b8a04056cd9,Approved
EMP120,Interaction Design,Perry Ltd,19-05-2016,24-04-2024,84d1bd15-7e7b-4546-97e4-75748f608425,Rejected
EMP120,Agile Methodologies,"Williams, Kerr and Rubio",11-01-1986,01-05-2024,5f249d89-4674-4ca8-ba90-06c9987d4044,Approved
EMP121,Leadership,Cain LLC,05-01-2009,22-04-2024,5dd105b0-53c2-40eb-beab-bf0301c6b83c,Approved
